,Id (Review),Review,Sentiment
5297,294447,The handle release is faulted. Notified ChargePoint. They can't fix remotely and put in a repair order. I don't understand why CP insists on a handle locking mechanism. If I don't have an account just don't activate charging. No reason to lock the handle  Just an additional failure point. So frustrating. ,NEGATIVE
5298,294442,"Success! Easy access and clean, freshly paved lot.",POSITIVE
5299,294437,"Station would not recognize that I was plugged in.  My i3 said that there was a charging station malfunction.  Customer service tried to initiate session, but station failed to respond.",NEGATIVE
5300,294428,"Charged earlier today,  busy location,  one car charging,  two waiting. ",NEGATIVE
5301,294427,2 old chargers shown are not in operation.  did not confirm third. ,NEGATIVE
5302,294421,The Chargers kept faulting ,NEGATIVE
5303,294412,Could the problem be from people keeping the A/C on while charging? Install a sun umbrella to prevent overheating? ,NEGATIVE
5304,294398,Why are people so inconsiderate? I drive a long way and to get here and need a charger not by choice and its frustrating to see cars parked and not plugged in or charging. Please people be courteous to others and don't park there if you are not charging. ,NEGATIVE
5305,294391,. 40/kwh one of two working. ,NEGATIVE
5306,294389,"Great job, Tyrel, for negotiating with the crew to keep the chargers accessible over the course of the work!",POSITIVE
5307,294387,"The jerks with the Telsas charging for more than 7 hours in a 3 hour spot should be ticketed or towed. So freakin selfish man! They should enlighten themselves by reading ""The tragedy of the commons"" and think about others instead of just themselves.",NEGATIVE
5308,294375,"Forgot to mention, it would be really nice if you guys could dedicate the parking space beside the charger for EV charging. Fortunately there is space around the charger in a couple of directions even if the parking spot is taken.",NEGATIVE
5309,294373,"Stopped by again, saw as high as 72 km/hr charge rate. Thanks Sherwood.",POSITIVE
5310,294367,ITS FINALLY OPERATIONAL. ,POSITIVE
5311,294366,"I was able to charge to 74%, but got a temperature error. I guess these Nissan quick chargers are very susceptible to this given recent humid weather. Be wary of you need to go far from this station.",POSITIVE
5312,294360,8/18/2015,POSITIVE
5313,294359,2 Leafs quick charging while 2 Leafs waited for the quick charger. The problem: both Leafs were charging past 95%. Please be courteous and charge to 80% when others are waiting. ,NEGATIVE
5314,294356,8-18-15 working great,POSITIVE
5315,294355,there 8-21-15 still down,NEGATIVE
5316,294341,Left charger does not work.,NEGATIVE
5317,294338,L3 still down,NEGATIVE
5318,294337,Successfully charged 100%,POSITIVE
5319,294332,Up to 80A if your car can take it.  On the back side of the hotel.  ,POSITIVE
5320,294328,"Many places in the Welcome Center close at 11 pm, but some stay open. Would be great to have a CHAdeMO quick charger here... Just sayin'!",POSITIVE
5321,294327,Charging now at 39 amps and 26mi/hr.  Working great. Thanks much to whoever set these up!  Filled a huge need in Pullman.,POSITIVE
5322,294326,"Overheating problem persists. Got about 40% charge from CHAdeMO and then it stopped with an error screen and Alarm light again, just as it did on August 12th.      System doesn't reset with Stop button. Customer service unable to restart charging remotely. Three vent fans in the back are not running (see picture), and there is a lot of heat coming out from this vent. Top most two fans are running. Customer Service has been notified.      Adjacent J1772 cord is on the pavement again.",NEGATIVE
5323,294318,Nice big parking spot here. Lots of restaurants nearby.,POSITIVE
5324,294315,"after pressbthe emergency button restarted the charger, i was ablebto chage with right side.",POSITIVE
5325,294312,"There was Error detected message.  After rebooting, the car is able to recharge.",POSITIVE
5326,294307,Merci Sylvain pour la station.          on se reprend pour plus longtemps dans pas long.            Il fallait qu'on fasse baptiser notre GYtane a ls station.          Sa première recharge publique.          longue vie à Roulez-electrique.com,POSITIVE
5327,294301,We charged for 85 minutes while we shopped. Location is very well marked. Very attractive spot close to the mall doors.          Thank you Eglinton Square! ,POSITIVE
5328,294300,The touch screen on the Combo Charger is not responding to touching. I had to call to have the session started remotely. Using the emergency stop button will stop the session but did not restore the touch screen functionality,POSITIVE
5329,294297,"Borne de droite défectueuse, celle de gauche fonctionne bien.",POSITIVE
5330,294293,Came here last night for a quick charge. The person here was very helpful and couldn't thank them enough. Nice and quiet charging spot! ,POSITIVE
5331,294292,Feel free to unplug me if I'm done! I'm a slow shopper. ,POSITIVE
5332,294288,quick charge does not work. port 1 doesn't register with the car and port 2 starts to charge them immediately turns off. level 2 charger works.  ,NEGATIVE
5333,294287,Called today charging station is still down!,NEGATIVE
5334,294286,stations are down currently. showing unavailable on the app. ,NEGATIVE
5335,294285,"Also I my visa was reported as fraudulent after I tried to charge here, so just be careful!",NEGATIVE
5336,294283,Two Lvl 2 charging spots to the left as you enter. ,POSITIVE
5337,294282,"Be very careful when charging at this location, the plugs don't lock and people tend to Park next to you and then unplug you to charge their car. this happened to me twice already.",NEGATIVE
5338,294277,ChaDeMo still working great. _x1f50b_,POSITIVE
5339,294276,"chargepoint are thieves  but location is worth it. stopped here  Tue and Fri for a single QC between Seattle  and the coast. lunch at Aya sushi on way out, coffee  at  Mud bay on way back. easy  peasy.",POSITIVE
5340,294275,Lots of construction but will still be able to get to superchargers during the entire project.,POSITIVE
5341,294274,"And who, pray tell, are you?  I just love how bold people are when they write negative comments anonymously by not logging in.  If I never bothered to log in like you, then you'd never be able to claim that such a comment was a common complaint of mine.  At least I am honest enough to show myself.  And then, if you have a problem with some comment of mine, you can send me a message directly through the app so that we don't have to go back and forth publicly like this.",NEGATIVE
5342,294272,"we really just stopped  for bathroom break. took opportunity  to  add a bit. right after us, nice young couple on a maiden  voyage  to   Portland  with a used 2013 they just got.",POSITIVE
5343,294271,"friendly and helpful staff, small cafe inside with juice etc",POSITIVE
5344,294269,Shopping; ok to unplug me if you need to charge! ,POSITIVE
5345,294268,"Tesla's ""High-Power"" Wall Connector (HPWC) only put out 40 amps, though it's technically capable of 80. Circuit must be limited to 50A at the breaker. Both Chargers' cables are locked, valet needs to unlock them. So not ""public"" by any means. ",POSITIVE
5346,294265,"Unbelievably rude. Had they not blocked both chargers with the owners truck and not refused to move it and not wanted to charge $10 for the 60 cents worth of electricity I needed (I pulled in with 12 of 16 bars - each bar is 1 kWh) then I might have been willing to stay there. But when they called me a ""freeloader"" they just kissed the $185 (plus tax) I was considering spending - and could easily afford goodbye. Twice they threatened to call the police. I pointed out they were incredibly bad at business and would talk to the next owners after they went out of business. Hmmm I wonder whether they are guilty of several code violations? Well you know it won't hurt to request an inspection!",NEGATIVE
5347,294260,Lovely hotel. Very accommodating. HPWC putting out 40A at 208V,POSITIVE
5348,294251,Main screen shows machine available,POSITIVE
5349,294250,23 KmPH,POSITIVE
5350,294249,"I was in the area and stopped by here to do recon and get pics.  The charger is located around the left side of the dealership, just past the service entrance.  I had a nice talk with salesman Dennis and service rep Dionte and learned that the charger is just waiting for curb/pole protection (from cars bumping into it) before they put it into service.  The lot looks like it will be gated at night, but staff says it should be accessible until 9pm at night.  Sorry for poor quality pics, bad lighting and old phone. -- checkin created before location officially marked open",NEGATIVE
5351,294240,Left hand side charger not working ,NEGATIVE
5352,294238,"Temp error on arrival. Reset breaker, juiced for less than 15 minutes without issues.",POSITIVE
5353,294236,Had to turn off and on the main breaker but then it worked_x1f604_,POSITIVE
5354,294232,BMW and Ford using both level 2 stations. Could not access CHAdeMO.,NEGATIVE
5355,294230,Both Chargers were taken,NEGATIVE
5356,294229,Recovering at 14 miles per hour,POSITIVE
5357,294219,I had to call Greenlots to get the charger activated since I applied for but haven't gotten a RFID card yet. Went smoothly. Nice area close to campus for lunch.,POSITIVE
5358,294218,"Glad to have this quick charger here, just wish the Starbucks was closer. :)",POSITIVE
5359,294215,Thanks you!!!,POSITIVE
5360,294211,Stations seem to be working now and the spots are painted for EV parking only. ,POSITIVE
5361,294208,Will be done by 6pm!,POSITIVE
5362,294201,"Saw a leaf that already had full charge, so I left a note and plugged the charger into my car :)",POSITIVE
5363,294199,Both chargers are out of order.,NEGATIVE
5364,294196,Only charger on right has power.,NEGATIVE
